investimento_marketing,preco_medicamento,mes,demanda
14737,413,5,156
10323,702,5,301
16229,678,5,285
45481,289,11,19
9502,168,5,45
1545,399,3,175
38114,830,6,303
30430,47,1,31
10996,168,8,38
28788,439,4,144
30969,299,6,68
49543,201,2,10
14919,185,2,35
4810,36,8,13
31586,169,1,32
40974,358,8,55
42773,64,10,101
17371,521,10,190
46084,861,1,340
30629,208,9,7
9436,670,1,313
13984,80,4,3
34039,313,9,68
20895,853,1,382
19155,52,9,45
11616,318,8,110
38129,434,5,117
40837,643,6,224
25574,822,5,349
4430,568,4,259
13676,450,12,161
11816,514,10,189
33733,119,12,41
21144,42,4,28
3050,439,10,185
45460,443,8,111
34933,506,8,165
25951,749,9,312
33413,108,3,10
35801,228,10,14
33913,290,8,66
48037,952,3,365
41600,768,2,291
26280,919,2,408
25557,425,9,135
48054,740,4,264
36400,297,5,79
5494,996,2,477
16152,225,9,59
24895,609,7,243
10155,932,3,430
32883,347,6,87
44194,629,7,196
44001,877,12,316
2828,896,6,422
46028,881,10,310
42898,355,11,42
33123,625,10,219
38573,611,6,208
1806,57,8,5
41970,939,8,356
30757,247,5,52
35636,502,4,169
15561,153,11,7
49280,727,5,248
25262,997,9,402
15899,409,12,140
49988,813,10,285
16934,632,6,259
39197,444,3,144
42844,606,3,213
37332,825,1,334
35157,529,5,180
12593,739,6,327
41042,614,8,207
18320,446,11,150
28376,968,9,379
44513,674,7,219
15199,493,1,232
16876,587,7,243
9245,380,10,136
8214,971,9,457
1726,818,4,418
47600,230,11,6
12362,972,12,433
19297,198,7,23
31448,939,9,376
27172,77,1,17
43874,92,12,75
8657,234,10,65
19850,919,9,391
26425,797,4,329
27685,978,12,394
48319,92,8,85
25578,486,3,183
29831,290,2,72
8906,518,12,202
8287,373,8,144
34660,253,8,37
11222,338,3,138
38443,38,8,81
35701,644,11,207
18764,594,11,224
45641,391,6,95
18674,203,10,50
19024,296,9,94
47007,693,10,229
24874,774,6,315
44642,164,8,25
33284,677,2,254
18602,100,1,22
38784,341,10,56
24265,454,10,167
26931,852,2,377
29841,62,12,55
30192,332,4,104
47542,925,10,344
43520,312,9,34
16585,707,7,292
26559,907,9,383
41059,88,9,63
34742,75,9,64
5133,650,8,293
15663,223,6,46
22754,439,11,137
4972,946,10,442
6295,586,7,267
47681,569,2,193
42873,262,11,19
30125,220,1,47
41996,767,5,287
10903,493,8,205
4020,546,3,250
42755,675,7,228
21420,96,5,6
22452,497,12,180
46648,840,10,307
39001,459,8,136
10516,282,6,108
48327,204,6,9
3396,74,7,6
19546,327,7,115
20129,535,4,223
2591,318,10,140
12303,571,12,234
31561,249,10,33
7183,396,10,163
27572,305,8,84
35080,157,6,5
21695,497,11,170
8314,634,8,286
20623,26,7,59
3139,695,1,347
48456,438,4,114
32290,491,7,148
19088,954,9,406
40692,439,2,134
34130,896,5,361
33088,295,9,67
27292,580,9,190
47249,627,6,213
21670,590,7,229
4738,762,9,333
3469,708,10,314
23534,109,8,16
49874,301,10,9
10017,567,6,239
3808,190,6,74
48638,657,7,195
13713,830,7,374
41329,374,2,82
3719,223,9,71
23890,308,4,98
12700,887,10,398
37509,481,9,137
43534,628,12,197
37766,769,11,275
27705,192,10,3
19787,320,3,103
49845,619,5,181
27588,930,5,405
27123,882,7,363
34062,548,12,184
11177,159,4,45
22727,785,11,330
31220,297,12,29
10882,682,4,294
2136,530,1,273
35832,365,6,99
32966,865,4,347
8009,159,11,28
13987,133,10,8
38311,599,10,190
32575,526,5,174
2007,385,11,135
6445,710,9,326
11706,656,4,295
48517,416,1,126
45486,844,11,299
30257,842,9,317
22736,869,5,369
43207,894,10,323
14281,943,12,405
2435,889,11,414
34339,764,7,308
36150,959,3,384
26821,678,4,278
27660,961,12,391
6084,130,10,42
17661,894,9,391
14507,377,10,128
8059,257,1,106
19271,22,12,80
46539,742,11,247
8491,423,5,181
48295,44,8,114
15859,862,10,358
9073,528,7,239
10077,715,4,311
21953,484,7,193
12383,80,1,8
3353,527,6,231
24821,142,9,8
38567,516,3,176
25860,74,4,22
22195,182,8,47
12939,993,12,433
26338,718,5,291
22730,58,5,47
22427,716,1,313
36196,102,6,34
28083,726,2,306
22510,565,1,243
45064,132,6,38
8813,444,5,200
32598,937,5,382
48182,249,9,3
28570,302,12,72
28082,936,10,381
30241,956,10,376
31678,306,3,70
45569,174,1,3
12745,184,8,29
27029,981,12,406
14025,201,5,57
37124,258,11,25
15288,668,5,300
24650,358,8,113
7540,957,8,427
33232,531,11,153
17422,951,2,428
4342,285,3,127
42846,206,10,31
36612,59,10,84
11396,841,1,396
18482,512,3,230
24411,698,12,256
47766,410,4,85
14261,279,11,74
4093,674,7,327
12722,735,9,313
23042,195,12,6
45413,793,5,292
48851,783,12,238
29087,348,1,106
33347,950,2,402
34756,219,10,4
40214,730,2,285
17335,215,9,58
29602,845,10,345
49901,608,7,181
35450,550,2,194
33196,81,1,22
6626,346,5,133
8424,925,12,409
13857,300,1,111
45923,959,9,367
20982,781,3,341
12425,246,2,110
2980,658,6,308
49290,77,3,71
27431,940,5,406
20440,496,10,178
42752,395,8,86
18175,735,10,306
49651,262,2,28
27385,386,12,110
39158,955,5,394
24019,863,11,338
19639,519,8,211
20994,857,1,375
35375,271,10,48
22563,925,10,372
40341,341,11,51
6776,395,12,152
37444,428,12,94
4380,730,4,333
9711,507,5,213
9782,362,10,127
18434,259,12,54
47765,158,11,64
21017,141,3,20
31707,439,12,119
40110,580,2,195
18343,323,12,92
39827,134,3,33
42652,362,11,54
6655,270,5,78
45859,26,7,98
16251,750,2,331
1526,608,7,275
4224,198,6,64
48837,164,7,36
12536,435,7,167
29541,685,9,255
14547,140,7,11
35531,143,12,16
9712,169,6,49
39565,416,10,78
10208,400,8,140
6109,799,7,363
36201,858,6,333
17967,20,4,43
30759,692,7,257
21172,263,12,62
37935,906,8,360
27589,417,8,136
31015,270,12,41
30009,898,12,337
18773,595,4,260
42125,318,10,25
27143,779,9,304
7154,973,3,475
22804,316,9,91
42688,996,3,399
21581,983,7,440
31087,519,4,189
33981,134,5,5
4762,826,3,388
47167,20,2,79
10768,572,12,244
44408,704,8,225
40499,619,7,211
39559,501,7,154
49590,629,8,187
9783,619,1,287
47389,782,12,268
30781,529,8,185
31811,354,10,76
49787,484,12,116
36488,160,5,8
9905,602,8,241
10127,156,9,34
23431,978,2,424
7368,630,3,301
28424,682,6,264
47824,969,9,349
46004,706,10,237
19333,186,10,5
24116,362,8,109
48219,429,6,112
44201,788,5,281
16525,929,3,407
24398,755,12,305
33857,899,4,365
11361,861,7,394
17369,84,7,4
4041,600,3,292
1105,86,4,27
10078,452,3,184
26003,69,2,23
7090,333,6,130
39850,328,7,69
2925,622,4,294
19440,134,5,22
40685,905,8,365
27015,588,9,218
34320,361,7,80
26291,549,10,217
37679,803,1,312
27289,661,11,240
4389,514,3,241
26683,288,11,63
14629,960,5,431
25826,99,3,25
36198,475,1,160
27630,318,2,100
34226,987,8,374
47163,841,7,304
33975,221,10,29
1899,522,3,245
12653,756,4,347
28961,690,3,282
17405,735,4,308
9601,668,8,282
34662,504,9,173
34282,604,7,230
22288,579,9,217
30545,37,9,79
37877,497,7,174
47026,507,7,129
16313,798,8,318
16349,465,12,152
8179,359,10,141
11326,550,12,210
45555,631,12,186
2560,135,3,36
14612,877,8,374
18650,93,1,15
27745,811,6,326
32890,288,2,80
21022,656,7,255
5780,135,3,49
19311,705,11,281
29380,712,10,266
45662,757,5,278
3356,688,10,306
5790,183,2,69
27911,602,1,245
25363,241,5,53
21049,145,9,11
11181,676,9,301
40825,195,7,5
17082,992,9,425
1661,683,4,316
38412,713,3,261
49479,394,11,55
3920,878,4,417
26658,517,7,190
49770,104,8,69
15025,895,2,413
9946,402,5,173
29706,652,5,246
46500,660,9,216
40004,482,3,170
17309,470,12,154
47286,537,6,151
34120,865,10,352
31027,714,12,265
8005,569,5,254
47804,948,2,372
1956,135,2,37
35839,633,4,242
9595,27,12,31
48908,237,4,4
13803,738,7,322
26963,609,12,203
37221,899,1,375
40443,423,11,85
34723,586,6,208
40063,323,11,50
49689,486,9,127
16282,971,2,430
5703,759,12,340
7563,107,5,36
26849,29,10,85
32860,327,11,58
32585,453,10,115
23015,821,4,360
13003,183,4,47
44585,258,8,2
27958,336,6,106
27017,675,7,259
12171,354,11,124
46350,37,12,106
13201,90,9,0
30426,194,3,23
18778,873,11,368
46241,819,2,320
43229,830,3,305
22116,358,8,110
49364,955,9,367
34297,267,10,42
20342,212,5,65
28490,438,8,144
20975,344,11,94
27723,325,7,80
24279,799,12,306
13765,223,12,54
47678,872,9,317
12561,142,4,29
42899,589,10,170
1525,870,3,424
23861,466,9,152
34142,732,8,279
27916,510,7,200
45965,452,1,122
5648,643,2,299
36133,147,9,25
31523,567,5,204
30052,765,1,308
35414,841,9,323
33781,66,1,9
5599,524,8,247
36046,134,5,33
48064,435,11,82
36923,786,12,272
42089,242,6,4
4814,655,1,301
46893,968,2,398
36984,522,7,168
27616,691,2,293
3113,977,5,466
44006,952,11,369
14760,115,9,1
22927,126,5,19
21939,651,12,249
33419,632,3,226
13588,634,11,264
37142,697,6,263
40198,945,7,370
45738,717,10,235
34397,51,11,79
17653,512,10,199
11831,85,11,8
6724,198,8,61
12083,798,3,356
46917,462,11,111
20816,935,4,416
43240,568,10,187
7276,220,4,88
49403,889,2,338
39663,68,7,75
14994,806,12,345
24499,970,4,422
24040,699,4,287
44320,282,12,34
17959,152,8,29
7099,829,6,377
43267,363,6,76
20576,195,11,22
36946,410,9,113
7116,30,4,3
16563,220,9,45
27788,964,1,422
27928,945,11,403
37336,828,9,313
10847,22,1,32
27155,233,7,35
15135,827,6,374
18774,326,7,103
2742,563,9,251
19309,579,10,204
1619,346,4,169
18658,783,12,305
35707,218,9,23
21337,935,3,412
17001,620,10,240
1968,128,11,16
48614,310,11,17
26892,127,9,2
26619,427,1,157
1281,571,5,263
28420,992,10,398
16360,71,5,1
40030,131,1,8
2058,314,1,165
21677,599,3,247
11724,208,9,51
29404,863,7,348
38946,740,6,277
40748,84,9,65
30856,593,4,224
10200,484,4,212
34997,277,3,78
26611,665,5,274
42235,653,5,222
36057,350,12,71
2239,520,10,231
39138,702,7,239
49938,229,7,17
1125,827,6,401
46272,108,4,65
24857,698,7,280
16398,47,2,23
7638,257,12,78
7570,355,9,142
4249,82,7,3
10110,979,2,472
41363,786,10,282
14605,927,2,428
13115,572,6,246
40062,519,11,160
23911,560,7,206
39525,810,9,290
33556,488,4,163
13595,611,8,262
2969,70,10,23
44753,131,2,28
18275,892,6,394
5470,320,4,166
11225,109,8,20
43324,248,9,1
42974,169,2,40
43759,774,7,266
24196,157,7,20
41287,154,8,34
14669,476,5,198
38380,620,11,204
46141,513,3,168
49320,546,1,166
48414,352,4,80
39006,381,3,126
16577,193,2,61
23473,621,6,271
29625,232,7,44
16504,362,10,112
25089,80,7,42
37487,895,12,330
1302,751,8,351
32463,80,2,25
45912,838,11,303
30259,697,12,237
43823,543,10,166
38208,235,6,22
31659,608,6,217
36840,763,10,298
32890,643,12,244
14598,597,1,260
48055,713,2,269
47733,442,9,95
20508,735,8,311
43287,442,12,96
14380,390,4,150
27984,225,6,28
45633,305,2,51
9125,124,12,6
37059,773,5,280
5033,766,2,377
38873,707,5,260
18087,742,7,305
41901,562,7,203
6704,766,9,327
8848,261,3,105
22592,510,12,170
46743,684,4,241
7924,727,9,316
28208,517,8,175
20614,454,12,161
1488,800,7,380
40882,503,8,141
26923,466,9,137
49508,403,12,70
36941,529,4,192
30165,189,5,16
2667,969,9,455
27213,888,7,361
5114,342,4,156
37321,867,6,354
8761,493,11,180
32116,251,1,63
34768,715,1,294
49406,378,9,70
26426,294,8,56
18772,961,1,417
39218,930,11,361
4712,51,2,12
2367,196,4,78
41957,936,1,400
42781,84,2,44
27200,729,5,276
4726,46,8,7
24616,682,6,261
28723,834,6,342
38574,498,4,181
35958,287,2,56
10108,616,3,282
13178,85,6,16
36643,152,6,17
32324,924,5,382
39360,935,6,366
18824,385,11,118
46360,101,6,43
9927,912,1,423
29144,850,6,349
32010,347,5,94
23443,117,8,17
15437,604,9,235
45298,346,6,54
40778,561,12,156
12207,144,12,29
26537,229,10,32
36757,803,4,325
13040,744,3,335
42986,152,10,38
23612,522,12,157
29441,176,1,40
7471,578,7,253
36631,888,5,355
44461,894,4,351
27523,401,9,119
32348,41,7,87
2177,993,10,459
5760,972,8,435
33779,614,4,232
22636,438,10,136
17353,491,12,183
12556,253,10,80
28598,591,8,232
12563,473,4,210
47819,719,1,260
44790,589,11,156
9234,790,8,354
26519,181,1,32
27966,320,12,57
17173,325,3,122
27987,21,7,57
14178,290,3,116
40338,440,8,104
25596,162,5,13
34174,719,3,281
42974,883,5,349
5431,872,5,397
28764,979,8,389
22627,996,12,415
40310,755,9,261
9906,898,6,418
37914,711,10,237
45814,554,3,171
46379,886,2,357
14076,56,11,38
38650,126,3,28
47881,316,9,33
47413,760,7,259
7012,844,11,375
8151,116,11,11
29211,300,9,62
28117,129,6,6
37378,568,8,192
43652,571,10,157
7894,616,11,265
14467,833,9,362
32010,207,3,35
43641,771,7,286
13289,889,9,376
45976,507,2,170
44596,373,12,57
24171,38,7,49
35905,878,5,347
21829,412,8,140
35054,856,4,341
49478,280,1,35
45139,429,11,85
49713,422,10,64
30734,689,8,278
8052,503,6,217
4654,323,8,138
24486,643,3,271
19743,675,8,284
49368,787,8,274
25489,986,12,395
9636,37,1,0
7441,203,4,71
25611,424,7,131
43435,818,11,298
13149,916,1,437
35566,150,3,5
43368,498,3,171
22675,812,6,323
6495,776,5,360
43668,27,12,115
14673,724,11,302
12130,337,7,117
23668,410,3,150
16222,538,11,198
24669,155,1,12
35068,550,11,194
24253,932,3,402
10435,670,8,295
29552,386,5,130
38384,508,3,183
17393,708,8,294
11617,30,6,29
39520,572,3,204
10852,465,5,208
32401,133,1,2
7295,711,6,322
36993,725,12,247
35084,215,9,3
46105,879,12,300
40575,756,7,269
37451,862,11,339
8227,342,8,131
32910,955,6,384
37041,792,11,280
24384,531,5,177
1145,647,12,276
38778,681,6,258
17035,649,7,285
4040,184,9,56
43422,271,8,23
27160,798,5,335
18633,63,7,34
30344,489,8,185
18014,508,1,220
15996,200,8,67
42621,96,11,63
12695,393,7,154
3852,647,11,272
17014,976,12,430
28042,86,12,48
34755,544,2,202
41390,111,2,32
24711,777,12,307
27122,798,6,329
10160,670,3,312
28213,872,1,373
40420,263,8,16
8421,360,7,142
22400,922,4,384
34537,804,1,329
18727,323,2,110
47882,417,9,93
5358,722,4,339
29482,467,3,169
33117,116,8,20
24164,350,4,122
32910,224,7,22
33496,468,5,139
45311,437,5,107
30371,668,11,237
39467,96,6,40
18625,915,12,379
34893,568,4,209
11793,817,2,391
32007,444,6,149
26766,448,5,157
40532,504,3,167
13323,834,4,375
46799,154,3,22
47820,673,3,229
46408,273,4,35
8843,579,2,266
15210,274,4,104
17456,665,10,253
32367,821,11,329
11106,739,2,316
38957,518,10,146
3472,632,8,301
7704,503,10,205
4713,65,5,6
6051,462,7,183
11756,601,11,257
3475,667,4,328
37378,811,10,297
5255,598,6,269
15484,23,12,70
35503,755,10,286
9258,20,4,10
41747,309,6,34
36196,128,1,11
46113,796,6,295
41194,594,6,190
9533,479,2,235
33581,285,12,36
6249,157,10,42
20201,453,10,161
10686,63,9,30
47877,905,6,334
33007,529,12,174
1661,963,11,445
45843,281,7,27
31137,747,2,308
48556,652,2,232
43828,171,2,10
49604,232,10,20
11526,253,11,66
4374,882,9,412
26592,642,3,260
29982,973,4,437
1207,380,1,169
36433,339,1,100
24197,241,4,65
34400,971,2,424
4083,757,8,338
30328,229,4,32
47479,415,3,109
43891,950,3,390
21103,602,6,241
40891,508,12,140
11754,891,6,397
35447,620,6,222
16901,793,6,347
34004,980,8,391
8446,897,8,423
38211,483,9,141
49231,719,1,256
30301,643,10,235
27116,471,8,154
42323,432,5,114
19752,953,3,419
33376,770,11,288
17669,495,10,202
33916,275,3,76
14395,169,6,33
21421,146,8,4
27342,411,10,123
5895,850,2,409
12023,499,12,196
11699,416,9,164
10715,942,5,440
20169,421,5,158
17163,293,1,108
6782,864,6,401
23641,977,11,411
19792,929,11,385
36585,158,5,18
31682,122,7,37
48864,261,7,14
19880,136,4,21
39067,233,5,24
43685,503,10,140
19073,548,8,212
37035,710,2,271
38174,243,1,41
25837,289,6,76
18826,844,11,345
25981,880,4,359
11382,153,10,31
5437,133,3,43
6435,460,7,198
25819,663,8,264
37875,670,11,233
32982,384,12,94
34328,251,4,29
13329,477,12,166
26169,394,12,118
22932,623,10,230
35594,798,12,302
12421,630,11,263
46033,226,11,25
8629,539,6,214
9325,487,11,211
29495,901,11,358
32750,462,2,155
30619,936,8,386
41461,340,6,68
9264,112,11,9
13686,427,9,153
47484,177,11,36
25226,891,6,371
7721,118,6,16
21609,244,12,34
8373,871,2,415
39675,460,5,158
49895,739,9,238
29937,604,1,254
6656,420,4,180
9984,590,10,241
30984,818,10,319
9286,83,3,13
6901,787,1,362
32552,579,1,208
26709,298,1,96
32055,729,1,316
38685,689,2,245
9429,842,11,385
15716,538,5,222
49563,267,2,29
12138,387,4,153
36298,763,9,269
24429,637,3,260
6772,990,2,481
49244,117,4,55
49519,287,9,31
36732,79,4,39
40905,519,12,144
18347,327,5,106
17920,512,4,194
32822,430,8,115
47659,159,4,37
41108,928,2,365
24563,347,12,82
8967,483,4,211
46183,721,2,272
12871,656,9,275
29763,944,11,396
12916,182,8,46
9734,79,9,8
34613,944,4,390
29179,50,1,30
36262,352,3,112
13677,95,7,5
19268,774,1,348
13330,336,11,106
21733,789,8,320
38947,436,9,116
28286,987,8,417
7610,209,5,81
7430,508,12,204
40922,908,11,330
14828,334,12,112
43913,315,9,62
32497,520,4,181
40256,196,9,21
37618,819,1,328
47332,825,12,292
27526,879,11,353
31158,738,3,297
26032,234,4,46
38846,875,11,335
45936,672,10,198
30794,616,1,248
6448,713,12,314
29861,351,6,95
29141,147,4,17
10074,288,4,91
7406,570,1,263
32823,554,5,199
24291,773,9,321
42568,385,6,91
33003,638,8,219
47851,367,11,59
35406,161,4,5
24312,164,9,1
44108,811,7,307
2382,264,7,104
35171,461,8,132
42779,722,2,266
4292,309,12,106
42779,710,6,261
34187,131,7,22
13411,233,3,83
38285,669,8,233
16422,905,1,435
43468,219,1,34
33371,424,10,94
6693,440,3,190
34535,26,6,72
15818,877,7,385
32238,544,2,181
31874,611,6,242
27715,305,12,60
28605,690,5,276
35317,408,6,103
32174,435,1,144
10956,803,10,328
39908,732,7,257
11837,169,8,41
4716,979,7,461
5481,447,9,179
25282,827,1,345
7548,312,10,118
38605,353,9,70
8758,291,11,115
44668,62,11,88
24177,487,3,169
25022,338,2,98
41761,511,6,146
6542,546,11,209
26476,779,5,324
31784,191,4,21
23740,749,4,318
25817,668,8,252
48596,340,10,14
17052,758,3,332
36153,63,1,32
48076,551,5,175
1671,650,8,306
1163,473,3,233
42424,765,2,301
45002,989,1,399
5795,899,4,440
11634,910,11,394
5798,948,2,447
23420,867,8,369
30300,887,11,346
25345,793,10,309
11749,102,12,17
39595,562,9,174
26121,341,10,98
38487,805,1,321
29411,253,2,63
34361,559,6,191
22223,271,10,71
8394,855,12,390
15056,784,7,361
29380,468,2,187
27035,258,8,69
31620,509,10,151
20877,901,9,379
44404,483,8,128
31911,960,9,393
33784,333,6,100
4191,194,11,52
34160,725,7,271
26000,199,6,29
40040,951,7,382
4631,404,3,191
7172,314,4,125
43080,234,9,12
24561,734,3,298
25817,781,2,317
21281,893,12,357
29671,788,11,301
26364,94,7,26
42674,363,6,77
28425,733,3,294
29602,161,6,11
24253,737,7,293
24472,218,6,59
9080,938,1,457
8099,190,12,44
26431,425,1,147
32186,847,9,309
48684,247,6,7
31111,430,12,110
40851,971,2,413
23614,917,11,385
27724,954,1,415
42991,710,11,257
5940,897,12,398
29758,806,2,341
37224,81,8,58
8788,346,5,148
29082,735,7,283
25034,982,7,409
36479,978,2,403
12280,898,4,405
19052,152,2,26
17531,603,7,246
23804,609,5,246
29903,208,1,32
45857,375,2,99
11142,90,6,0
49355,282,4,26
10866,325,7,130
5531,577,2,281
46454,243,12,13
39098,347,2,87
39278,781,12,272
29138,607,6,229
28065,93,8,49
30956,530,1,194
42732,161,5,33
40261,604,1,221
11759,121,11,6
6439,625,6,285
48241,600,7,186
43533,84,6,51
29270,212,9,16
14279,972,3,459
40279,81,8,58
45251,551,3,190
24888,260,11,66
18630,734,12,295
36144,429,7,128
32182,319,5,77
26538,214,12,18
12824,473,1,197
33125,593,11,178
7979,638,12,256
27189,656,4,261
43600,320,11,33
13504,798,9,332
21669,475,8,175
7910,221,3,77
47857,693,2,232
35964,875,11,332
21131,321,9,87
26227,643,1,246
6978,356,9,143
22991,51,12,54
18153,990,7,432
34548,117,12,38
43676,778,2,296
40071,792,11,295
48454,210,5,12
4983,560,2,262
10503,67,5,11
30921,269,7,61
17905,245,5,61
46838,291,2,44
24953,684,11,259
27806,504,5,185
46000,347,12,30
23168,816,12,303
5583,199,10,52
39714,833,6,345
40896,684,5,246
12889,765,2,361
28413,42,6,49
13275,949,6,425
3461,982,12,447
15291,625,2,290
47804,389,4,94
12435,264,7,75
28935,821,1,334
34453,179,1,4
19544,392,11,137
13258,304,12,93
31841,540,11,181
49758,469,6,110
11736,716,7,316
38643,826,12,310
44950,666,5,213
35964,641,12,218
29044,600,10,202
40933,155,8,22
16997,115,11,17
15215,138,4,30
34069,393,3,130
24911,293,7,64
18030,889,4,404
30334,897,1,384
15571,869,11,383
43719,196,8,0
29927,892,5,356
21714,768,8,315
44541,803,8,289
24387,296,12,67
29444,157,5,12
49908,893,8,317
20921,151,7,2
14057,63,3,14
46268,142,4,40
25858,155,11,4
49689,386,12,51
45638,392,7,64
27062,145,4,9
37850,458,6,132
47486,806,12,258
21567,595,2,229
30739,827,12,315
44285,763,2,278
4754,70,3,19
28044,156,10,11
2724,177,7,64
2376,75,3,12
9706,612,12,234
9894,763,3,365
19037,447,4,174
19450,462,10,168
17406,930,6,415
30725,983,1,429
6926,345,6,149
40019,659,8,223
10496,657,12,283
37068,848,8,317
30806,99,6,33
23663,493,6,192
42321,396,3,115
37495,888,2,355
23656,938,7,408
26860,352,8,83
17832,194,10,53
39787,676,6,251
49231,460,5,120
22727,145,4,15
43815,713,1,259
30545,238,9,33
45522,967,11,363
3520,297,10,118
4081,504,4,240
35196,614,2,238
37735,954,4,390
40213,160,11,15
15566,865,5,381
15042,626,2,276
26498,896,7,375
12329,725,3,317
32656,129,8,31
3159,71,4,16
38900,634,12,197
20363,632,11,249
48701,673,5,218
44241,732,3,260
20033,989,11,446
11805,338,5,113
36851,218,9,5
27832,815,11,313
14944,748,2,327
20873,65,7,29
41372,524,10,153
24928,559,8,203
16379,533,3,197
37751,914,11,350
35546,36,4,59
25286,334,11,70
6110,455,10,206
13087,407,2,172
24762,96,10,25
18081,997,9,429
35947,918,3,377
10596,390,9,158
39019,184,7,14
43003,628,6,218
19313,636,11,247
48639,43,12,108
2013,731,11,320
24705,54,3,27
2828,533,11,259
8909,820,7,382
39356,863,11,319
14109,873,3,406
3023,480,11,189
15537,157,6,40
27661,868,8,349
39659,593,5,194
34848,830,11,311
38804,728,11,249
16379,908,3,414
28766,590,6,217
44590,284,8,34
3563,352,10,137
37060,207,3,23
30197,82,12,53
4586,839,11,384
17087,298,11,84
49868,561,5,151
24225,190,9,22
30750,522,10,160
7643,983,10,441
28523,552,3,207
37727,318,12,45
12005,220,11,53
44543,154,2,12
1161,291,11,93
17029,554,8,208
15226,461,7,179
29731,106,12,43
44922,50,9,98
45848,140,4,23
